index,row,col
1410,"[[2], [4], [3], [0], [2, 1]]","[[1], [3, 1], [3, 1], [1], [1, 1]]"
1411,"[[1, 1], [1, 1], [1, 2], [1, 1], [4]]","[[1], [1, 3], [1], [3, 1], [3]]"
1412,"[[4], [2], [1, 3], [2, 1], [1]]","[[1, 1, 1], [1, 1], [1, 2], [3], [3]]"
1413,"[[1], [1], [1, 3], [3, 1], [4]]","[[3], [2], [4], [1, 1], [1, 2]]"
1414,"[[1], [2], [5], [1], [1, 1]]","[[2], [1, 1], [1], [3, 1], [2]]"
1415,"[[1, 1], [4], [1, 1], [1, 1], [1, 1]]","[[1], [1], [3, 1], [1], [5]]"
1416,"[[1], [3], [1], [4], [3]]","[[1, 2], [4], [1, 2], [1], [1]]"
1417,"[[1, 3], [1, 2], [2], [4], [4]]","[[1], [1, 2], [1, 3], [5], [2, 2]]"
1418,"[[1, 1], [1, 2], [3], [2, 1], [3]]","[[1], [5], [3], [1, 1], [2, 1]]"
1419,"[[0], [2], [1, 3], [5], [1]]","[[2], [2], [2], [3], [3]]"
1420,"[[1], [4], [1], [2], [2, 1]]","[[1, 1], [1, 1], [1], [1, 2], [1, 2]]"
1421,"[[2], [1, 1], [1, 1], [5], [1]]","[[1], [5], [1, 1], [2], [1, 1]]"
1422,"[[2, 2], [2, 2], [1], [1], [1, 1]]","[[2], [2, 1], [2], [2], [2, 1]]"
1423,"[[1], [2], [2, 1], [2, 1], [0]]","[[1, 2], [2], [0], [2], [1, 1]]"
1424,"[[2, 1], [0], [1, 1], [4], [1, 1]]","[[1], [1, 3], [1], [3], [1, 1]]"
1425,"[[1, 2], [2], [2, 1], [1, 1, 1], [1, 2]]","[[5], [2], [1], [1, 1], [1, 3]]"
1426,"[[1, 1], [1, 1], [3], [1, 1], [1, 2]]","[[1, 3], [2], [3], [1], [2]]"
1427,"[[1, 1], [1, 1], [1, 3], [3], [1]]","[[3, 1], [0], [2], [4], [2]]"
1428,"[[0], [2], [3, 1], [1, 1, 1], [1]]","[[2], [2, 1], [3], [0], [2]]"
1429,"[[1, 2], [1, 1], [1, 1], [1], [1, 1]]","[[2, 1], [0], [1, 1, 1], [1, 1], [2]]"
1430,"[[3], [3, 1], [3], [1, 2], [1, 2]]","[[1, 1], [3, 1], [4], [1, 3], [1, 1]]"
1431,"[[1, 2], [1, 2], [3], [1, 1], [1, 2]]","[[1, 1], [1, 1, 1], [2], [3, 1], [1, 2]]"
1432,"[[1], [1], [1, 1], [1, 1, 1], [3, 1]]","[[2], [1, 1], [2], [1], [2, 2]]"
1433,"[[2], [2, 1], [1, 1], [4], [2, 1]]","[[5], [2, 2], [1], [2], [2]]"
1434,"[[1, 3], [5], [4], [1, 1, 1], [1, 1]]","[[5], [2], [4], [3, 1], [2, 1]]"
1435,"[[1, 2], [1, 2], [1, 1], [2], [2]]","[[2], [1], [1], [2, 2], [2, 2]]"
1436,"[[1], [1], [3], [3, 1], [1, 2]]","[[1, 1], [2], [2], [1, 1, 1], [3]]"
1437,"[[1], [3], [1, 1], [2, 1], [2, 2]]","[[1, 2], [4], [1], [4], [1]]"
1438,"[[1, 2], [1, 1], [1, 1], [1, 1], [2, 1]]","[[5], [1], [1, 2], [1], [1, 1]]"
1439,"[[3, 1], [1], [1, 1], [1], [2, 1]]","[[2], [1, 1, 1], [1, 2], [0], [1, 1, 1]]"
1440,"[[1, 2], [4], [2, 2], [1, 1], [1, 1]]","[[1, 1], [3], [1, 1], [3, 1], [4]]"
1441,"[[3], [1], [1], [1], [1, 1]]","[[2, 2], [1, 1], [1, 1], [0], [0]]"
1442,"[[5], [1, 1], [1, 1, 1], [3], [0]]","[[1, 1], [2, 1], [1, 2], [1, 1], [3]]"
1443,"[[1, 1], [2, 1], [2, 1], [1, 2], [1]]","[[1, 2], [2], [1, 1], [3], [2]]"
1444,"[[1, 2], [4], [0], [3], [0]]","[[2, 1], [1, 1], [2, 1], [2], [0]]"
1445,"[[4], [1], [1], [1, 2], [3, 1]]","[[2], [1, 1, 1], [1, 2], [2, 1], [1, 1]]"
1446,"[[1], [0], [5], [3], [2]]","[[1], [2], [2], [1, 3], [1, 1]]"
1447,"[[2, 1], [2], [2, 1], [2, 1], [2]]","[[3], [5], [1, 1], [2], [1]]"
1448,"[[1, 1, 1], [1], [2], [5], [4]]","[[1, 3], [3], [1, 2], [2], [2, 1]]"
1449,"[[0], [0], [3], [2, 1], [1, 1]]","[[2], [2], [1], [3], [0]]"
1450,"[[1, 1], [2, 2], [4], [1, 1], [4]]","[[1], [5], [1, 1], [5], [2, 1]]"
1451,"[[2, 1], [2], [4], [1, 1], [1, 2]]","[[1], [1, 3], [1, 1], [4], [2, 1]]"
1452,"[[2, 1], [1, 1], [1, 1, 1], [1, 1, 1], [1, 1]]","[[1, 2], [1, 1], [3], [0], [5]]"
1453,"[[2, 1], [3], [1, 1, 1], [1], [1]]","[[1, 1, 1], [1], [2], [1], [4]]"
1454,"[[4], [2], [1], [2, 1], [1, 2]]","[[1], [1, 2], [1, 2], [2, 1], [1, 2]]"
1455,"[[1, 2], [2, 2], [1], [3], [3, 1]]","[[1, 1], [2, 1], [3], [2, 1], [2, 2]]"
1456,"[[1, 1], [3], [2, 1], [1, 1], [3, 1]]","[[1, 1], [3, 1], [1, 2], [2], [3]]"
1457,"[[1, 1], [1, 1], [3], [2, 1], [4]]","[[1, 2], [4], [1, 1], [2], [2, 1]]"
1458,"[[1], [1, 2], [1], [2, 2], [4]]","[[3], [1, 2], [1, 1], [1, 2], [1, 1]]"
1459,"[[2, 1], [0], [1, 1], [1, 1], [2, 2]]","[[1, 3], [1, 1], [0], [1, 1, 1], [2]]"
1460,"[[2], [3], [1], [2, 2], [1]]","[[2], [1, 1], [1], [4], [1, 1]]"
1461,"[[1, 1], [4], [3], [2], [2, 1]]","[[2], [1, 1], [5], [3], [1, 1]]"
1462,"[[3, 1], [2], [2], [3], [1]]","[[1], [1], [1, 3], [3], [2, 1]]"
1463,"[[1, 1], [1, 2], [1], [2, 1], [1, 1]]","[[1], [5], [0], [2], [1, 2]]"
1464,"[[1, 1, 1], [3, 1], [1, 1], [1, 3], [1, 2]]","[[4], [1, 1], [2, 1], [3], [2, 2]]"
1465,"[[1], [1, 1], [2, 1], [3], [2, 1]]","[[5], [3], [1, 1], [0], [1, 1]]"
1466,"[[1], [1, 1], [2], [1], [2, 1]]","[[1], [1], [2], [2], [1, 1, 1]]"
1467,"[[1, 1], [1, 3], [1], [1], [2, 2]]","[[1, 1], [1, 1], [1], [4], [2, 1]]"
1468,"[[2, 1], [2, 1], [0], [1, 2], [1, 1, 1]]","[[2, 1], [2, 1], [1], [2, 1], [2]]"
1469,"[[1, 1], [1], [1, 2], [1, 1], [2, 1]]","[[1], [1, 2], [1, 1], [4], [1]]"
1470,"[[2, 1], [1, 1], [2, 1], [2, 1], [1]]","[[1, 2], [1, 2], [1], [1, 2], [2]]"
1471,"[[1], [1, 3], [1, 1, 1], [1, 1, 1], [1, 2]]","[[4], [0], [3], [1, 1], [5]]"
1472,"[[1], [3], [3], [2, 2], [2, 1]]","[[2], [1, 3], [2], [4], [1, 1]]"
1473,"[[2, 1], [1, 1], [5], [1, 1], [1, 1, 1]]","[[1, 3], [3], [1, 1], [1, 1], [4]]"
1474,"[[1, 1], [1], [1, 1, 1], [2, 2], [1, 1]]","[[4], [1, 1], [1], [2], [1, 2]]"
1475,"[[1], [0], [1], [5], [2, 1]]","[[1], [2], [1, 2], [2], [2]]"
1476,"[[5], [1], [1], [2, 1], [2, 1]]","[[1], [1, 2], [1, 3], [1], [2, 2]]"
1477,"[[0], [1, 1], [2, 1], [1, 2], [1, 1, 1]]","[[4], [1], [1, 2], [1], [1, 1]]"
1478,"[[1], [2], [1, 2], [1, 1], [3]]","[[1], [1], [3], [2, 1], [1, 2]]"
1479,"[[1, 2], [2], [2, 1], [2, 1], [4]]","[[1, 1], [5], [1, 1], [1, 1], [1, 3]]"
1480,"[[2], [1], [1, 2], [1, 3], [2]]","[[3], [1, 1], [1, 1], [1, 2], [2]]"
1481,"[[2, 1], [2], [1], [4], [3]]","[[1, 2], [1, 2], [1, 2], [2, 1], [1]]"
1482,"[[4], [3], [1, 2], [4], [4]]","[[1], [2, 2], [2, 2], [5], [1, 3]]"
1483,"[[1], [1, 1, 1], [2, 1], [1, 1], [1, 2]]","[[3], [1, 1, 1], [1, 1], [1], [2, 1]]"
1484,"[[2, 1], [2], [1, 2], [1, 2], [1, 1]]","[[2, 1], [2, 1], [1], [3], [1, 2]]"
1485,"[[1, 1], [5], [1, 3], [1], [2, 2]]","[[2, 1], [1, 1], [3], [4], [3, 1]]"
1486,"[[4], [2, 1], [1, 1], [1], [2]]","[[1, 2], [2], [3, 1], [1, 1], [1]]"
1487,"[[1, 1, 1], [1, 3], [2, 1], [1, 1], [2]]","[[5], [1, 1], [2, 1], [1], [3]]"
1488,"[[1, 3], [2], [1], [1, 1], [4]]","[[1], [2, 1], [2, 2], [1, 1], [1, 2]]"
1489,"[[1], [3, 1], [2, 1], [1, 1, 1], [5]]","[[4], [2, 1], [2, 2], [1], [4]]"
1490,"[[1], [3], [2], [4], [2]]","[[1], [1, 1], [2, 1], [3], [3]]"
1491,"[[1, 1], [1, 1], [1, 2], [2], [1, 2]]","[[4], [1, 1], [0], [2, 1], [1, 1, 1]]"
1492,"[[1, 1], [1], [2], [1, 2], [1, 1]]","[[2], [1], [1, 3], [1], [2]]"
1493,"[[3], [1], [1, 1, 1], [1, 1], [1, 1]]","[[1, 1], [1, 1], [1, 1], [2], [3]]"
1494,"[[2, 1], [2, 1], [4], [2, 1], [2]]","[[1, 2], [4], [2, 1], [3], [2]]"
1495,"[[2], [1], [5], [1, 2], [4]]","[[1, 1], [1, 3], [1, 1], [4], [3]]"
1496,"[[4], [2, 1], [2, 1], [1, 1], [1]]","[[1, 1], [3, 1], [2, 1], [1], [3]]"
1497,"[[1], [2, 2], [1, 3], [1, 1], [3]]","[[3], [1], [1, 1], [2, 1], [5]]"
1498,"[[1, 2], [1], [1, 1], [1], [1]]","[[0], [1, 1], [0], [1, 1], [4]]"
1499,"[[3, 1], [2], [1], [2], [1]]","[[2], [2], [1, 1, 1], [1], [1, 1]]"
1500,"[[1, 3], [1, 1], [2, 1], [1], [1, 1]]","[[1, 1, 1], [2], [1], [2], [1, 3]]"
1501,"[[2, 1], [2], [1, 2], [2, 1], [1, 1]]","[[1, 3], [1, 1], [2], [3], [2]]"
1502,"[[2], [2], [3, 1], [0], [0]]","[[2], [2], [1], [1], [1, 1]]"
1503,"[[3], [1, 2], [0], [2, 1], [2]]","[[2, 1], [1, 2], [1, 1], [1, 1], [1]]"
1504,"[[2, 2], [1, 1], [1, 2], [1], [1, 1]]","[[3, 1], [1], [1, 1], [1, 2], [2]]"
1505,"[[1, 1], [3], [5], [0], [2]]","[[3, 1], [2, 1], [2], [1], [1, 1]]"
1506,"[[2], [3], [1, 1], [2, 2], [1, 1]]","[[1], [3], [1], [2, 2], [4]]"
1507,"[[2], [0], [2], [1], [1, 3]]","[[1], [1, 2], [1, 1, 1], [1], [1]]"
1508,"[[2], [2, 1], [1], [1, 1], [2, 2]]","[[2, 1], [1, 2], [1], [2, 1], [2]]"
1509,"[[0], [1, 1, 1], [2, 1], [1, 1], [3]]","[[3], [1, 1], [1, 1], [2], [2]]"
1510,"[[1, 3], [1, 3], [3], [1, 2], [2]]","[[2, 1], [2], [3], [4], [4]]"
1511,"[[3], [1], [0], [1, 2], [1, 1]]","[[2], [1], [1, 1], [2, 2], [0]]"
1512,"[[2, 1], [1], [1], [1, 1], [1, 1, 1]]","[[1], [1, 1], [3, 1], [0], [1, 2]]"
1513,"[[1, 1], [1, 3], [5], [1, 1], [1, 3]]","[[2, 1], [1, 2], [2, 1], [4], [3, 1]]"
1514,"[[1, 2], [1, 1], [2], [2], [0]]","[[1], [3], [1], [2, 1], [1]]"
1515,"[[2], [1, 1], [2], [4], [1]]","[[1], [1], [1, 1], [1, 3], [1, 2]]"
1516,"[[1], [5], [1, 1], [2], [2]]","[[2, 1], [1, 1], [3], [2, 1], [1]]"
1517,"[[1], [4], [2], [2], [2, 2]]","[[1, 1, 1], [2, 1], [1, 1], [1, 2], [1, 1]]"
1518,"[[2], [2, 2], [1, 1], [1, 3], [2]]","[[1, 1], [2], [2], [2, 2], [4]]"
1519,"[[1, 1], [2], [2, 1], [1], [1, 1]]","[[1, 3], [1], [1, 1], [1], [2]]"
1520,"[[1], [2], [4], [3, 1], [5]]","[[1, 2], [3], [4], [2, 1], [3]]"
1521,"[[2], [1, 3], [0], [1], [3, 1]]","[[1, 2], [1, 1], [2, 1], [1], [1, 1]]"
1522,"[[3, 1], [1, 1], [1, 1], [4], [1, 1]]","[[3], [1, 2], [1, 2], [1, 2], [1, 1]]"
1523,"[[1], [1, 2], [1], [2], [2, 1]]","[[1, 1], [1, 1, 1], [1], [1, 1], [2]]"
1524,"[[1, 2], [2, 1], [1, 1], [1], [3, 1]]","[[4], [2, 1], [1], [2], [1, 1, 1]]"
1525,"[[3], [2, 1], [1], [1, 1], [1]]","[[1], [2, 1], [2], [0], [4]]"
1526,"[[1, 1], [1], [1], [2], [3]]","[[2, 1], [1], [1, 1], [2], [1]]"
1527,"[[0], [3], [3], [1, 2], [1, 2]]","[[1], [2], [2], [4], [1, 2]]"
1528,"[[0], [1, 1], [1, 1], [2, 2], [1]]","[[1], [4], [0], [3], [1]]"
1529,"[[1, 2], [1, 1, 1], [1], [2], [1]]","[[2], [0], [2, 2], [1, 2], [1]]"
1530,"[[3], [3], [2, 1], [1, 2], [2]]","[[1], [2], [2, 1], [2, 2], [4]]"
1531,"[[3, 1], [1, 1], [2], [2, 1], [2]]","[[4], [1, 2], [1], [2], [2, 1]]"
1532,"[[1, 3], [2, 1], [1], [1, 2], [1]]","[[2, 2], [1], [1, 1], [1, 1], [3]]"
1533,"[[3], [0], [1], [1], [1, 2]]","[[3], [1], [1], [1, 1], [1]]"
1534,"[[1, 1, 1], [2], [4], [1, 3], [2]]","[[1, 1], [1, 1], [5], [3], [1, 2]]"
1535,"[[1, 1, 1], [2, 2], [2, 1], [2], [2, 1]]","[[3, 1], [4], [1, 1], [1, 1], [3]]"
1536,"[[2, 1], [1, 3], [2, 2], [1, 1], [1]]","[[2], [1, 3], [2], [3], [3]]"
1537,"[[2], [1, 1], [0], [4], [1]]","[[0], [2, 1], [1, 2], [1], [1, 1]]"
1538,"[[1, 1], [3, 1], [2], [1], [2]]","[[1], [2], [3], [1], [2, 2]]"
1539,"[[2], [1, 2], [2, 1], [2], [1, 2]]","[[2, 1], [1], [1, 1], [2, 2], [1, 2]]"
1540,"[[1, 2], [2], [1, 1], [1, 2], [1]]","[[1, 1], [0], [1, 1], [2, 2], [3]]"
1541,"[[1, 3], [2, 2], [1], [2], [1]]","[[2], [1], [1], [2, 1], [5]]"
1542,"[[2, 1], [1, 1], [1], [1, 1], [3]]","[[1], [1, 2], [1, 1], [1, 3], [1]]"
1543,"[[4], [3, 1], [0], [1, 2], [2]]","[[2, 2], [2, 1], [2], [1, 1], [1, 1]]"
1544,"[[2], [1], [2], [5], [1, 1]]","[[3], [1, 2], [1, 1], [1], [1, 2]]"
1545,"[[4], [2, 1], [3], [1, 2], [3]]","[[3], [3, 1], [5], [1, 1], [2]]"
1546,"[[2], [1, 1, 1], [2, 2], [1, 1], [2]]","[[2], [3], [2, 1], [1, 2], [2]]"
1547,"[[1], [4], [1, 1], [2], [1]]","[[1], [2], [2, 2], [3], [0]]"
1548,"[[2, 1], [3], [2, 1], [1, 3], [1]]","[[4], [3], [1, 2], [2], [1, 1]]"
1549,"[[2], [1, 3], [5], [1, 2], [1, 2]]","[[4], [1], [4], [5], [3]]"
1550,"[[2, 2], [1], [3, 1], [1], [4]]","[[1, 1], [1, 3], [2, 1], [1, 1], [1, 1, 1]]"
1551,"[[3], [1], [3], [1], [1, 2]]","[[1], [1, 1], [1, 1], [2, 1], [1, 2]]"
1552,"[[3], [2], [2, 1], [4], [4]]","[[1, 1], [1, 3], [2, 2], [1, 2], [3]]"
1553,"[[1, 1], [1], [2, 1], [3], [4]]","[[1, 1], [3], [1, 3], [1, 1], [1, 1]]"
1554,"[[1, 1], [1], [1, 1], [1], [3]]","[[5], [1], [1, 1, 1], [0], [0]]"
1555,"[[1, 1, 1], [4], [2, 1], [3], [2]]","[[1, 1], [2], [2, 1], [4], [2, 2]]"
1556,"[[1, 2], [2, 2], [1], [3], [0]]","[[2], [1], [1, 1], [2, 1], [3]]"
1557,"[[1, 3], [1, 1], [2, 2], [3], [1]]","[[3, 1], [2], [1, 1], [4], [1, 1]]"
1558,"[[2, 1], [3], [2], [2, 1], [1, 2]]","[[1, 2], [2, 1], [2], [5], [1]]"
1559,"[[1, 1], [1, 3], [1, 1], [3, 1], [3, 1]]","[[5], [2], [4], [2], [1, 2]]"
1560,"[[1, 2], [3, 1], [2], [1], [3]]","[[4], [2, 1], [2, 1], [1, 1], [1]]"
1561,"[[1, 1], [4], [2], [4], [1, 1]]","[[1], [5], [3], [1, 1], [2, 1]]"
1562,"[[1], [3, 1], [2], [4], [3]]","[[1], [3], [4], [1, 2], [1, 2]]"
1563,"[[1, 1], [1], [5], [3, 1], [3]]","[[3], [1, 3], [3], [1, 1], [3]]"
1564,"[[1], [3, 1], [1, 1], [3, 1], [0]]","[[2, 1], [3], [1, 1], [0], [3]]"
1565,"[[2, 2], [1], [4], [1], [3, 1]]","[[5], [1, 1, 1], [1, 1], [1, 1], [1, 1]]"
1566,"[[1], [4], [2], [3], [2, 1]]","[[4], [4], [1, 1], [1], [1, 1]]"
1567,"[[2], [1, 1, 1], [1], [2, 1], [1, 2]]","[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1568,"[[4], [2, 2], [2, 2], [3, 1], [1, 3]]","[[5], [4], [1, 2], [3, 1], [4]]"
1569,"[[1, 1], [1, 1], [1, 2], [1, 2], [3]]","[[2, 1], [1, 2], [1, 1], [2], [2, 1]]"
1570,"[[0], [5], [1], [4], [3]]","[[1], [1, 2], [4], [1, 2], [1, 1]]"
1571,"[[1], [3], [3], [1, 1], [2, 1]]","[[2], [1, 2], [2, 1], [1], [3]]"
1572,"[[1, 2], [1], [1, 1], [1, 2], [2, 1]]","[[1, 3], [1, 1], [0], [1, 1], [1, 3]]"
1573,"[[1, 1, 1], [3], [0], [1], [1]]","[[1], [1, 2], [2], [1], [1]]"
1574,"[[2], [2, 1], [1], [5], [4]]","[[1, 2], [1, 2], [2], [1, 2], [4]]"
1575,"[[3], [0], [3], [1], [2, 1]]","[[1, 1], [1, 1], [1, 1], [1], [3]]"
1576,"[[2], [2, 1], [3], [3, 1], [3]]","[[3], [5], [1, 3], [1, 1], [1]]"
1577,"[[5], [2], [3], [2], [1, 2]]","[[1, 1], [1, 2], [1, 1], [3, 1], [3, 1]]"
1578,"[[1, 1, 1], [3], [1, 1, 1], [1, 1], [1, 1]]","[[1, 2], [1, 1], [3], [1, 1], [1, 1, 1]]"
1579,"[[3], [1, 2], [1, 1], [2, 1], [4]]","[[2, 1], [2], [2, 2], [2, 1], [1, 2]]"
1580,"[[1, 1], [1, 2], [5], [1, 1], [1, 2]]","[[3], [1, 1], [1, 1], [4], [3, 1]]"
1581,"[[1], [1, 1], [1, 1], [3, 1], [1, 1]]","[[2], [2, 2], [1], [2], [2]]"
1582,"[[2], [3], [1], [1, 1], [3]]","[[2, 1], [2], [2, 1], [1], [2]]"
1583,"[[2], [3, 1], [2], [3], [2]]","[[1, 1], [1, 2], [4], [1, 1], [2]]"
1584,"[[2, 1], [1, 2], [1, 3], [2, 1], [1, 1]]","[[3], [1, 2], [2], [2, 1], [4]]"
1585,"[[2, 1], [3, 1], [4], [1, 2], [2, 1]]","[[4], [3, 1], [3], [3], [2, 1]]"
1586,"[[4], [2, 1], [1, 1], [2], [1, 1]]","[[2, 1], [2, 2], [1, 1], [1], [2, 1]]"
1587,"[[4], [1, 1], [3], [2], [1, 1]]","[[1], [5], [1, 2], [1, 1], [1, 1]]"
1588,"[[1], [4], [1, 2], [2], [1, 1, 1]]","[[2, 1], [1], [1, 1], [4], [3]]"
1589,"[[1, 2], [3, 1], [1, 1, 1], [3], [1, 2]]","[[2], [2, 1], [3], [1, 2], [5]]"
1590,"[[3], [2], [1], [1, 2], [2, 1]]","[[3], [1, 1], [2], [1, 2], [1, 1]]"
1591,"[[2], [2], [2, 1], [1], [2, 2]]","[[4], [3, 1], [1], [1], [1, 1]]"
1592,"[[1, 1], [3, 1], [2, 1], [1, 1], [3]]","[[3], [4], [1, 1], [1], [4]]"
1593,"[[1, 2], [1], [4], [1, 2], [2, 2]]","[[1, 1], [5], [1], [1, 3], [1, 2]]"
1594,"[[4], [2, 1], [4], [1, 1], [1, 2]]","[[5], [3], [1, 2], [3, 1], [1]]"
1595,"[[2], [3, 1], [1], [1, 1], [1, 1]]","[[2, 2], [2], [3], [1], [1]]"
1596,"[[1, 2], [2], [1, 2], [2], [2, 1]]","[[3], [2, 2], [1, 1], [1, 1], [1, 1]]"
1597,"[[1], [5], [2], [4], [3]]","[[1, 2], [1, 2], [5], [3], [1]]"
1598,"[[1, 1], [4], [2, 1], [1, 2], [3]]","[[1, 2], [2, 1], [1, 1], [5], [1, 1]]"
1599,"[[1, 2], [1, 2], [3], [3, 1], [1, 2]]","[[4], [3], [2], [2, 1], [2, 2]]"
1600,"[[1, 1], [1, 1, 1], [5], [2, 1], [2, 1]]","[[3, 1], [3], [4], [1], [4]]"
1601,"[[1], [1], [2], [3], [1, 1]]","[[2, 1], [1, 2], [2], [1], [0]]"
1602,"[[1, 2], [1], [2], [2], [1, 3]]","[[1, 1, 1], [1], [1], [2, 2], [1, 2]]"
1603,"[[2, 2], [4], [1, 1], [1, 1], [5]]","[[2, 1], [5], [1, 1], [3, 1], [1, 2]]"
1604,"[[1], [1, 1], [2, 1], [3], [1, 2]]","[[1], [1, 1, 1], [2], [2], [4]]"
1605,"[[1], [3, 1], [3], [1, 1], [1, 1]]","[[3, 1], [3], [2, 1], [1], [1]]"
1606,"[[2, 1], [1, 1, 1], [1, 2], [3], [2]]","[[3, 1], [1, 2], [3], [1, 2], [1]]"
1607,"[[3, 1], [1, 1], [1, 1, 1], [1, 2], [1, 1, 1]]","[[1, 3], [2], [1, 3], [1, 1], [1, 1, 1]]"
1608,"[[2, 1], [1], [4], [3], [1, 1, 1]]","[[5], [1, 2], [3], [1], [1, 1]]"
1609,"[[0], [1], [2], [1, 2], [1, 2]]","[[2], [0], [1], [3], [2, 1]]"
1610,"[[1, 1], [5], [5], [0], [0]]","[[3], [2], [2], [2], [3]]"
1611,"[[1], [2], [1, 1], [3, 1], [1]]","[[1, 1], [2], [1, 1], [1, 1], [2]]"
1612,"[[1, 1], [1, 3], [1, 1], [1, 3], [1]]","[[3], [1], [1, 2], [4], [1, 1]]"
1613,"[[1], [2, 1], [1, 1], [2], [2]]","[[2], [1], [1], [2, 2], [1, 1]]"
1614,"[[1], [2], [1, 1], [3], [4]]","[[1], [2, 2], [3], [2], [1, 1]]"
1615,"[[2], [1, 1], [2], [2], [3]]","[[0], [2], [1, 1], [1, 2], [2, 2]]"
1616,"[[1, 1], [3], [2], [1], [3]]","[[2], [2, 1], [2, 1], [3], [0]]"
1617,"[[1, 3], [3], [1, 1], [4], [1]]","[[1, 1], [3], [2, 2], [4], [1]]"
1618,"[[1], [1, 2], [1, 1], [1, 1], [1, 1]]","[[1, 3], [1], [2], [1], [2]]"
1619,"[[1], [1], [2], [1], [1, 2]]","[[2], [1], [0], [1, 1, 1], [1, 1]]"
1620,"[[1, 1], [0], [1, 1], [1, 1], [1]]","[[1, 1], [1], [2], [1, 1], [0]]"
1621,"[[2], [1, 1], [1, 1], [2], [1]]","[[1], [3], [0], [1], [3, 1]]"
1622,"[[2], [2, 1], [4], [2, 1], [1, 1]]","[[5], [4], [1, 1], [1], [1, 1]]"
1623,"[[1, 1], [3, 1], [5], [4], [5]]","[[5], [4], [4], [1, 3], [2, 1]]"
1624,"[[1], [1, 3], [1, 3], [2, 1], [0]]","[[2], [1, 1], [3], [2], [3]]"
1625,"[[3], [1, 1, 1], [2], [4], [1]]","[[2], [1, 2], [2, 2], [1, 1], [1, 1]]"
1626,"[[1, 1], [1, 2], [3], [1, 1], [1, 2]]","[[1, 1], [1, 1, 1], [2], [3, 1], [1, 1]]"
1627,"[[2], [3, 1], [2, 1], [3], [1, 1]]","[[3], [4], [2, 2], [0], [2, 1]]"
1628,"[[1, 1], [3], [1], [2, 1], [2]]","[[1, 2], [3], [1], [2], [1, 1]]"
1629,"[[1, 1, 1], [2, 1], [2, 2], [5], [0]]","[[1, 2], [3], [2, 1], [2], [4]]"
1630,"[[1], [1], [2], [4], [1, 1]]","[[2], [1, 1], [1], [2], [2, 1]]"
1631,"[[1, 2], [1, 3], [0], [1], [3, 1]]","[[2, 1], [1], [2, 1], [2, 1], [1, 1]]"
1632,"[[3], [2], [1, 1, 1], [1, 1], [1]]","[[1], [0], [1, 3], [2], [4]]"
1633,"[[1, 3], [2, 1], [1, 2], [1, 1], [2]]","[[2], [2, 1], [1, 2], [1, 1], [4]]"
1634,"[[1, 1], [2], [2, 2], [2, 1], [4]]","[[1], [1, 3], [2], [3, 1], [4]]"
1635,"[[4], [1], [2, 1], [1], [1, 1]]","[[1], [1, 1], [3], [1], [1, 3]]"
1636,"[[1, 3], [4], [1, 1], [1], [1, 1, 1]]","[[3, 1], [1, 1], [2, 1], [2], [1, 1, 1]]"
1637,"[[1], [1], [4], [5], [2]]","[[2], [3], [5], [2], [1]]"
1638,"[[1, 1], [1, 2], [4], [2, 1], [1, 2]]","[[0], [5], [2], [3, 1], [4]]"
1639,"[[4], [2, 1], [2, 1], [1, 1, 1], [1, 1]]","[[1, 2], [3, 1], [2, 1], [1, 1, 1], [1, 1]]"
1640,"[[4], [2, 1], [1], [1], [1, 1]]","[[1], [2], [1, 1], [1, 1], [2, 2]]"
1641,"[[2], [1], [1], [3], [1]]","[[0], [1], [1, 1], [5], [0]]"
1642,"[[1, 2], [1, 1], [1], [3, 1], [1, 1]]","[[2], [2, 1], [1], [2], [1, 3]]"
1643,"[[1, 1], [5], [5], [3, 1], [1]]","[[3], [4], [4], [3], [3]]"
1644,"[[2, 2], [1, 1], [2, 1], [1], [4]]","[[2, 1], [1, 3], [1, 1], [1, 1], [3]]"
1645,"[[3], [4], [2], [1, 1], [2]]","[[1], [1, 1], [3], [3, 1], [1, 2]]"
1646,"[[2], [5], [1, 2], [3], [2, 1]]","[[2, 1], [1, 2], [1, 1], [5], [3]]"
1647,"[[2, 1], [1, 1], [3], [1, 1, 1], [3]]","[[1, 1], [1, 1, 1], [1, 3], [2, 1], [1, 1]]"
1648,"[[3], [1, 1], [1, 1], [3], [2, 1]]","[[1], [4], [1, 2], [1, 1], [2, 1]]"
1649,"[[1, 2], [1, 2], [3, 1], [1, 1], [1, 2]]","[[1, 1], [2, 1], [2], [2, 1], [5]]"
1650,"[[4], [2], [1], [2, 1], [0]]","[[1], [1, 1], [3], [2, 1], [1]]"
1651,"[[3, 1], [3], [2, 1], [2, 1], [2, 1]]","[[5], [5], [2], [1, 1], [1, 1]]"
1652,"[[3], [3], [2, 1], [1, 1], [5]]","[[4], [2, 1], [2, 1], [1, 2], [1, 1, 1]]"
1653,"[[2, 2], [1, 2], [1], [3, 1], [1]]","[[2, 1], [1, 1], [1, 1], [3, 1], [1, 1]]"
1654,"[[2], [2, 1], [5], [1, 1], [1]]","[[2], [3], [1, 1, 1], [1, 1], [3]]"
1655,"[[2, 2], [2, 1], [1, 1], [2], [1]]","[[3], [2], [1], [5], [1]]"
